root_id,influence,adjusted,super_class,class,betweenness,rank,hops
720575940625655088,2.161476633509213,24.77079161475447,central,Kenyon_Cell,0.0,4026,2
720575940625656980,0.11250357544927855,21.815229723928674,central,unknown,5.694805317782718e-07,510,2
720575940625657530,3.0512371644063108,25.115547136048853,sensory,olfactory,0.0,1291,0
720575940625657928,1.7477230380999789,24.55831381965671,sensory,hygrosensory,0.0,7371,2
720575940625665149,1.2418956258919027,24.216638942855898,central,Kenyon_Cell,0.0,1905,2
720575940625667365,1.7711335342221446,24.57161975642245,central,Kenyon_Cell,0.0,3733,2
720575940625669660,2.223080589387288,24.798893886860846,central,Kenyon_Cell,0.0,7045,2
720575940625670602,1.0,24.0,sensory,olfactory,0.0,4180,0
720575940625671426,2.9850497276015524,25.0936164058688,sensory,olfactory,0.0,4325,0
720575940625672138,1.6237129684004867,24.484715482522738,central,LHLN,0.0,7610,2
720575940625679408,1.771680255646821,24.571928393263924,central,LHLN,0.0,5907,2
720575940625681456,0.8140019985154617,23.79420754219609,central,LHCENT,0.0,8306,2
720575940625681681,1.3382740250016683,24.291380742681426,central,unknown,0.0,5607,2
720575940625683740,1.840174542324956,24.609860427081188,central,Kenyon_Cell,0.0,8367,2
720575940625684057,1.110664574631838,24.104958552049933,central,ALLN,0.0,3227,2
720575940625686458,1.8198999955786983,24.598781552094803,central,LHLN,0.0,5487,2
720575940625692560,1.7878778568030065,24.581029361667905,central,Kenyon_Cell,0.0,7487,2
720575940625694857,2.964254259816497,25.086625486418853,sensory,olfactory,0.0,5802,0
720575940625698096,2.060501465797781,24.72294938317614,central,LHLN,0.0,4728,2
720575940625708554,3.137141328567121,25.14331198033498,sensory,olfactory,0.0,7661,0
720575940625709401,0.6743004619372365,23.60592052182006,central,unknown,0.0,4795,2
720575940625709720,3.2204141160036133,25.169509958741624,sensory,olfactory,0.0,1283,0
720575940625715733,1.9888118577731067,24.68753740403183,central,Kenyon_Cell,0.0,2609,2
720575940625718696,2.076554682804142,24.730710117863843,central,Kenyon_Cell,0.0,2616,2
720575940625720890,3.16976264627871,25.153656710094975,sensory,olfactory,0.0,3787,0
720575940625724072,1.7111205086469647,24.537148424134692,central,Kenyon_Cell,0.0,1421,2
720575940625728899,3.261013653157123,25.18203808359913,sensory,olfactory,0.0,8213,0
720575940625732042,1.5898118785154658,24.463615693833244,central,unknown,0.0,6429,2
720575940625732196,1.4162945519419223,24.348043990547147,central,ALLN,0.0,1220,1
720575940625733351,0.19512146089323743,22.365866962050212,descending,unknown,0.0,2489,2
720575940625740169,1.1363214737219343,24.127796267696848,central,Kenyon_Cell,0.0,2694,2
720575940625743204,0.48164438550600375,23.269450773361285,central,unknown,0.0,7591,2
720575940625747217,0.15735096016132535,22.150723446583545,central,unknown,0.0,7595,2
